,model,exp_type,verb,action,true,pred,prompt,response
259,jurassic-large,object-control,pleaded with,to dance,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen pleaded with Mary to dance.

Question:  Who danced, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen pleaded with Mary to dance.\n\nQuestion:  Who danced, Ellen or Mary?\nAnswer: ', ' Ellen danced')"
260,jurassic-large,object-control,persuaded,to leave,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen persuaded Mary to leave.

Question:  Who left, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen persuaded Mary to leave.\n\nQuestion:  Who left, Ellen or Mary?\nAnswer: ', ' Ellen persuaded')"
261,jurassic-large,object-control,persuaded,to call home,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen persuaded Mary to call home.

Question:  Who called home, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen persuaded Mary to call home.\n\nQuestion:  Who called home, Ellen or Mary?\nAnswer: ', ' Ellen called')"
262,jurassic-large,object-control,persuaded,to reply,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen persuaded Mary to reply.

Question:  Who replied, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen persuaded Mary to reply.\n\nQuestion:  Who replied, Ellen or Mary?\nAnswer: ', ' Ellen replied')"
263,jurassic-large,object-control,persuaded,to wipe the counter,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen persuaded Mary to wipe the counter.

Question:  Who wiped the counter, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen persuaded Mary to wipe the counter.\n\nQuestion:  Who wiped the counter, Ellen or Mary?\nAnswer: ', ' Ellen wiped')"
264,jurassic-large,object-control,persuaded,to dance,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen persuaded Mary to dance.

Question:  Who danced, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen persuaded Mary to dance.\n\nQuestion:  Who danced, Ellen or Mary?\nAnswer: ', ' Ellen danced')"
265,jurassic-large,object-control,convinced,to leave,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen convinced Mary to leave.

Question:  Who left, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen convinced Mary to leave.\n\nQuestion:  Who left, Ellen or Mary?\nAnswer: ', ' Ellen left')"
266,jurassic-large,object-control,convinced,to call home,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen convinced Mary to call home.

Question:  Who called home, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen convinced Mary to call home.\n\nQuestion:  Who called home, Ellen or Mary?\nAnswer: ', ' Ellen called')"
267,jurassic-large,object-control,convinced,to reply,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen convinced Mary to reply.

Question:  Who replied, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen convinced Mary to reply.\n\nQuestion:  Who replied, Ellen or Mary?\nAnswer: ', ' Ellen replied')"
268,jurassic-large,object-control,convinced,to wipe the counter,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen convinced Mary to wipe the counter.

Question:  Who wiped the counter, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen convinced Mary to wipe the counter.\n\nQuestion:  Who wiped the counter, Ellen or Mary?\nAnswer: ', ' Ellen wiped')"
269,jurassic-large,object-control,convinced,to dance,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen convinced Mary to dance.

Question:  Who danced, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen convinced Mary to dance.\n\nQuestion:  Who danced, Ellen or Mary?\nAnswer: ', ' Ellen danced')"
270,jurassic-large,object-control,forced,to leave,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen forced Mary to leave.

Question:  Who left, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen forced Mary to leave.\n\nQuestion:  Who left, Ellen or Mary?\nAnswer: ', ' Ellen left')"
271,jurassic-large,object-control,forced,to call home,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen forced Mary to call home.

Question:  Who called home, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen forced Mary to call home.\n\nQuestion:  Who called home, Ellen or Mary?\nAnswer: ', ' Ellen called')"
272,jurassic-large,object-control,forced,to reply,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen forced Mary to reply.

Question:  Who replied, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen forced Mary to reply.\n\nQuestion:  Who replied, Ellen or Mary?\nAnswer: ', ' Ellen replied')"
273,jurassic-large,object-control,forced,to wipe the counter,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen forced Mary to wipe the counter.

Question:  Who wiped the counter, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen forced Mary to wipe the counter.\n\nQuestion:  Who wiped the counter, Ellen or Mary?\nAnswer: ', ' Ellen wiped')"
274,jurassic-large,object-control,forced,to dance,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen forced Mary to dance.

Question:  Who danced, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen forced Mary to dance.\n\nQuestion:  Who danced, Ellen or Mary?\nAnswer: ', ' Ellen danced')"
275,jurassic-large,object-control,pushed,to leave,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen pushed Mary to leave.

Question:  Who left, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen pushed Mary to leave.\n\nQuestion:  Who left, Ellen or Mary?\nAnswer: ', ' Ellen left')"
276,jurassic-large,object-control,pushed,to call home,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen pushed Mary to call home.

Question:  Who called home, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen pushed Mary to call home.\n\nQuestion:  Who called home, Ellen or Mary?\nAnswer: ', ' Ellen called')"
277,jurassic-large,object-control,pushed,to reply,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen pushed Mary to reply.

Question:  Who replied, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen pushed Mary to reply.\n\nQuestion:  Who replied, Ellen or Mary?\nAnswer: ', ' Ellen replied')"
278,jurassic-large,object-control,pushed,to wipe the counter,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen pushed Mary to wipe the counter.

Question:  Who wiped the counter, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen pushed Mary to wipe the counter.\n\nQuestion:  Who wiped the counter, Ellen or Mary?\nAnswer: ', ' Ellen wiped')"
279,jurassic-large,object-control,pushed,to dance,Mary,Ellen,"You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".
Context: Ellen pushed Mary to dance.

Question:  Who danced, Ellen or Mary?
Answer: ","('You will be given a context and a question. Answer the question with either ""Ellen"" or ""Mary"".\nContext: Ellen pushed Mary to dance.\n\nQuestion:  Who danced, Ellen or Mary?\nAnswer: ', ' Ellen danced')"
280,jurassic-large,object-control,told,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A told Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A told Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
281,jurassic-large,object-control,told,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A told Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A told Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
282,jurassic-large,object-control,told,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A told Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A told Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
283,jurassic-large,object-control,told,to wipe the counter,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A told Person B to wipe the counter.

Question:  Who wiped the counter, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A told Person B to wipe the counter.\n\nQuestion:  Who wiped the counter, Person A or Person B?\nAnswer: ', ' Person A')"
284,jurassic-large,object-control,told,to dance,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A told Person B to dance.

Question:  Who danced, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A told Person B to dance.\n\nQuestion:  Who danced, Person A or Person B?\nAnswer: ', ' Person A')"
285,jurassic-large,object-control,ordered,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A ordered Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A ordered Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
286,jurassic-large,object-control,ordered,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A ordered Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A ordered Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
287,jurassic-large,object-control,ordered,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A ordered Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A ordered Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
288,jurassic-large,object-control,ordered,to wipe the counter,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A ordered Person B to wipe the counter.

Question:  Who wiped the counter, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A ordered Person B to wipe the counter.\n\nQuestion:  Who wiped the counter, Person A or Person B?\nAnswer: ', ' Person A')"
289,jurassic-large,object-control,ordered,to dance,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A ordered Person B to dance.

Question:  Who danced, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A ordered Person B to dance.\n\nQuestion:  Who danced, Person A or Person B?\nAnswer: ', ' Person A')"
290,jurassic-large,object-control,exhorted,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A exhorted Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A exhorted Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
291,jurassic-large,object-control,exhorted,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A exhorted Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A exhorted Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
292,jurassic-large,object-control,exhorted,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A exhorted Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A exhorted Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
293,jurassic-large,object-control,exhorted,to wipe the counter,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A exhorted Person B to wipe the counter.

Question:  Who wiped the counter, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A exhorted Person B to wipe the counter.\n\nQuestion:  Who wiped the counter, Person A or Person B?\nAnswer: ', ' Person A')"
294,jurassic-large,object-control,exhorted,to dance,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A exhorted Person B to dance.

Question:  Who danced, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A exhorted Person B to dance.\n\nQuestion:  Who danced, Person A or Person B?\nAnswer: ', ' Person A')"
295,jurassic-large,object-control,begged,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A begged Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A begged Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
296,jurassic-large,object-control,begged,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A begged Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A begged Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
297,jurassic-large,object-control,begged,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A begged Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A begged Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
298,jurassic-large,object-control,begged,to wipe the counter,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A begged Person B to wipe the counter.

Question:  Who wiped the counter, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A begged Person B to wipe the counter.\n\nQuestion:  Who wiped the counter, Person A or Person B?\nAnswer: ', ' Person A')"
299,jurassic-large,object-control,begged,to dance,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A begged Person B to dance.

Question:  Who danced, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A begged Person B to dance.\n\nQuestion:  Who danced, Person A or Person B?\nAnswer: ', ' Person A')"
300,jurassic-large,object-control,entreated,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A entreated Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A entreated Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
301,jurassic-large,object-control,entreated,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A entreated Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A entreated Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
302,jurassic-large,object-control,entreated,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A entreated Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A entreated Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
303,jurassic-large,object-control,entreated,to wipe the counter,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A entreated Person B to wipe the counter.

Question:  Who wiped the counter, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A entreated Person B to wipe the counter.\n\nQuestion:  Who wiped the counter, Person A or Person B?\nAnswer: ', ' Person A')"
304,jurassic-large,object-control,entreated,to dance,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A entreated Person B to dance.

Question:  Who danced, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A entreated Person B to dance.\n\nQuestion:  Who danced, Person A or Person B?\nAnswer: ', ' Person A')"
305,jurassic-large,object-control,called upon,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A called upon Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A called upon Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
306,jurassic-large,object-control,called upon,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A called upon Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A called upon Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
307,jurassic-large,object-control,called upon,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A called upon Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A called upon Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
308,jurassic-large,object-control,called upon,to wipe the counter,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A called upon Person B to wipe the counter.

Question:  Who wiped the counter, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A called upon Person B to wipe the counter.\n\nQuestion:  Who wiped the counter, Person A or Person B?\nAnswer: ', ' Person A')"
309,jurassic-large,object-control,called upon,to dance,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A called upon Person B to dance.

Question:  Who danced, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A called upon Person B to dance.\n\nQuestion:  Who danced, Person A or Person B?\nAnswer: ', ' Person A')"
310,jurassic-large,object-control,reminded,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A reminded Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A reminded Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
311,jurassic-large,object-control,reminded,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A reminded Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A reminded Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
312,jurassic-large,object-control,reminded,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A reminded Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A reminded Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
313,jurassic-large,object-control,reminded,to wipe the counter,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A reminded Person B to wipe the counter.

Question:  Who wiped the counter, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A reminded Person B to wipe the counter.\n\nQuestion:  Who wiped the counter, Person A or Person B?\nAnswer: ', ' Person A')"
314,jurassic-large,object-control,reminded,to dance,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A reminded Person B to dance.

Question:  Who danced, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A reminded Person B to dance.\n\nQuestion:  Who danced, Person A or Person B?\nAnswer: ', ' Person A')"
315,jurassic-large,object-control,urged,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A urged Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A urged Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
316,jurassic-large,object-control,urged,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A urged Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A urged Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
317,jurassic-large,object-control,urged,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A urged Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A urged Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
318,jurassic-large,object-control,urged,to wipe the counter,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A urged Person B to wipe the counter.

Question:  Who wiped the counter, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A urged Person B to wipe the counter.\n\nQuestion:  Who wiped the counter, Person A or Person B?\nAnswer: ', ' Person A')"
319,jurassic-large,object-control,urged,to dance,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A urged Person B to dance.

Question:  Who danced, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A urged Person B to dance.\n\nQuestion:  Who danced, Person A or Person B?\nAnswer: ', ' Person A')"
320,jurassic-large,object-control,asked,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A asked Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A asked Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
321,jurassic-large,object-control,asked,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A asked Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A asked Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
322,jurassic-large,object-control,asked,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A asked Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A asked Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
323,jurassic-large,object-control,asked,to wipe the counter,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A asked Person B to wipe the counter.

Question:  Who wiped the counter, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A asked Person B to wipe the counter.\n\nQuestion:  Who wiped the counter, Person A or Person B?\nAnswer: ', ' Person A')"
324,jurassic-large,object-control,asked,to dance,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A asked Person B to dance.

Question:  Who danced, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A asked Person B to dance.\n\nQuestion:  Who danced, Person A or Person B?\nAnswer: ', ' Person A')"
325,jurassic-large,object-control,pleaded with,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A pleaded with Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A pleaded with Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
326,jurassic-large,object-control,pleaded with,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A pleaded with Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A pleaded with Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
327,jurassic-large,object-control,pleaded with,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A pleaded with Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A pleaded with Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
