,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
782,jurassic-jumbo,object-control,Nicole,Avery,False,persuaded,to read,Avery,Nicole,"You will be given a context and a question.
Context: Nicole persuaded Avery to read.

Question: Who persuaded someone to read?
Answer: Nicole
Question: Who was persuaded to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole persuaded Avery to read.\n\nQuestion: Who persuaded someone to read?\nAnswer: Nicole\nQuestion: Who was persuaded to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '(Nicole')",782.0,782.0,
783,jurassic-jumbo,object-control,Nicole,Avery,False,persuaded,to run,Avery,Avery,"You will be given a context and a question.
Context: Nicole persuaded Avery to run.

Question: Who was persuaded to run?
Answer: Avery
Question: Who persuaded someone to run?
Answer: Nicole
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole persuaded Avery to run.\n\nQuestion: Who was persuaded to run?\nAnswer: Avery\nQuestion: Who persuaded someone to run?\nAnswer: Nicole\nQuestion: Who ran?\nAnswer: ', '(A')",783.0,783.0,
784,jurassic-jumbo,object-control,Nicole,Avery,False,persuaded,to call,Avery,other,"You will be given a context and a question.
Context: Nicole persuaded Avery to call.

Question: Who was persuaded to call?
Answer: Avery
Question: Who persuaded someone to call?
Answer: Nicole
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole persuaded Avery to call.\n\nQuestion: Who was persuaded to call?\nAnswer: Avery\nQuestion: Who persuaded someone to call?\nAnswer: Nicole\nQuestion: Who called?\nAnswer: ', '____')",784.0,784.0,
785,jurassic-jumbo,object-control,Nicole,Avery,False,convinced,to come,Avery,Avery,"You will be given a context and a question.
Context: Nicole convinced Avery to come.

Question: Who was convinced to come?
Answer: Avery
Question: Who convinced someone to come?
Answer: Nicole
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole convinced Avery to come.\n\nQuestion: Who was convinced to come?\nAnswer: Avery\nQuestion: Who convinced someone to come?\nAnswer: Nicole\nQuestion: Who came?\nAnswer: ', '(A')",785.0,785.0,
786,jurassic-jumbo,object-control,Nicole,Avery,False,convinced,to go,Avery,Nicole,"You will be given a context and a question.
Context: Nicole convinced Avery to go.

Question: Who was convinced to go?
Answer: Avery
Question: Who convinced someone to go?
Answer: Nicole
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole convinced Avery to go.\n\nQuestion: Who was convinced to go?\nAnswer: Avery\nQuestion: Who convinced someone to go?\nAnswer: Nicole\nQuestion: Who went?\nAnswer: ', '(Nicole')",786.0,786.0,
787,jurassic-jumbo,object-control,Nicole,Avery,False,convinced,to read,Avery,Nicole,"You will be given a context and a question.
Context: Nicole convinced Avery to read.

Question: Who was convinced to read?
Answer: Avery
Question: Who convinced someone to read?
Answer: Nicole
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole convinced Avery to read.\n\nQuestion: Who was convinced to read?\nAnswer: Avery\nQuestion: Who convinced someone to read?\nAnswer: Nicole\nQuestion: Who read?\nAnswer: ', '(Nicole')",787.0,787.0,
788,jurassic-jumbo,object-control,Nicole,Avery,False,convinced,to run,Avery,Avery,"You will be given a context and a question.
Context: Nicole convinced Avery to run.

Question: Who was convinced to run?
Answer: Avery
Question: Who convinced someone to run?
Answer: Nicole
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole convinced Avery to run.\n\nQuestion: Who was convinced to run?\nAnswer: Avery\nQuestion: Who convinced someone to run?\nAnswer: Nicole\nQuestion: Who ran?\nAnswer: ', '(A')",788.0,788.0,
789,jurassic-jumbo,object-control,Nicole,Avery,False,convinced,to call,Avery,Avery,"You will be given a context and a question.
Context: Nicole convinced Avery to call.

Question: Who was convinced to call?
Answer: Avery
Question: Who convinced someone to call?
Answer: Nicole
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole convinced Avery to call.\n\nQuestion: Who was convinced to call?\nAnswer: Avery\nQuestion: Who convinced someone to call?\nAnswer: Nicole\nQuestion: Who called?\nAnswer: ', '(A')",789.0,789.0,
790,jurassic-jumbo,object-control,Nicole,Avery,False,forced,to come,Avery,other,"You will be given a context and a question.
Context: Nicole forced Avery to come.

Question: Who was forced to come?
Answer: Avery
Question: Who forced someone to come?
Answer: Nicole
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole forced Avery to come.\n\nQuestion: Who was forced to come?\nAnswer: Avery\nQuestion: Who forced someone to come?\nAnswer: Nicole\nQuestion: Who came?\nAnswer: ', '(Both')",790.0,790.0,
791,jurassic-jumbo,object-control,Nicole,Avery,False,forced,to go,Avery,Avery,"You will be given a context and a question.
Context: Nicole forced Avery to go.

Question: Who was forced to go?
Answer: Avery
Question: Who forced someone to go?
Answer: Nicole
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole forced Avery to go.\n\nQuestion: Who was forced to go?\nAnswer: Avery\nQuestion: Who forced someone to go?\nAnswer: Nicole\nQuestion: Who went?\nAnswer: ', '(A')",791.0,791.0,
792,jurassic-jumbo,object-control,Nicole,Avery,False,forced,to read,Avery,other,"You will be given a context and a question.
Context: Nicole forced Avery to read.

Question: Who was forced to read?
Answer: Avery
Question: Who forced someone to read?
Answer: Nicole
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole forced Avery to read.\n\nQuestion: Who was forced to read?\nAnswer: Avery\nQuestion: Who forced someone to read?\nAnswer: Nicole\nQuestion: Who read?\nAnswer: ', '(Both')",792.0,792.0,
793,jurassic-jumbo,object-control,Nicole,Avery,False,forced,to run,Avery,other,"You will be given a context and a question.
Context: Nicole forced Avery to run.

Question: Who was forced to run?
Answer: Avery
Question: Who forced someone to run?
Answer: Nicole
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole forced Avery to run.\n\nQuestion: Who was forced to run?\nAnswer: Avery\nQuestion: Who forced someone to run?\nAnswer: Nicole\nQuestion: Who ran?\nAnswer: ', '(Both')",793.0,793.0,
794,jurassic-jumbo,object-control,Nicole,Avery,False,forced,to call,Avery,Nicole,"You will be given a context and a question.
Context: Nicole forced Avery to call.

Question: Who forced someone to call?
Answer: Nicole
Question: Who was forced to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole forced Avery to call.\n\nQuestion: Who forced someone to call?\nAnswer: Nicole\nQuestion: Who was forced to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '(Nicole')",794.0,794.0,
795,jurassic-jumbo,object-control,Nicole,Avery,False,pushed,to come,Avery,Nicole,"You will be given a context and a question.
Context: Nicole pushed Avery to come.

Question: Who pushed someone to come?
Answer: Nicole
Question: Who was pushed to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole pushed Avery to come.\n\nQuestion: Who pushed someone to come?\nAnswer: Nicole\nQuestion: Who was pushed to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(Nicole')",795.0,795.0,
796,jurassic-jumbo,object-control,Nicole,Avery,False,pushed,to go,Avery,Nicole,"You will be given a context and a question.
Context: Nicole pushed Avery to go.

Question: Who was pushed to go?
Answer: Avery
Question: Who pushed someone to go?
Answer: Nicole
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole pushed Avery to go.\n\nQuestion: Who was pushed to go?\nAnswer: Avery\nQuestion: Who pushed someone to go?\nAnswer: Nicole\nQuestion: Who went?\nAnswer: ', '(Nicole')",796.0,796.0,
797,jurassic-jumbo,object-control,Nicole,Avery,False,pushed,to read,Avery,other,"You will be given a context and a question.
Context: Nicole pushed Avery to read.

Question: Who pushed someone to read?
Answer: Nicole
Question: Who was pushed to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole pushed Avery to read.\n\nQuestion: Who pushed someone to read?\nAnswer: Nicole\nQuestion: Who was pushed to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '____')",797.0,797.0,
798,jurassic-jumbo,object-control,Nicole,Avery,False,pushed,to run,Avery,Avery,"You will be given a context and a question.
Context: Nicole pushed Avery to run.

Question: Who was pushed to run?
Answer: Avery
Question: Who pushed someone to run?
Answer: Nicole
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole pushed Avery to run.\n\nQuestion: Who was pushed to run?\nAnswer: Avery\nQuestion: Who pushed someone to run?\nAnswer: Nicole\nQuestion: Who ran?\nAnswer: ', '(A')",798.0,798.0,
799,jurassic-jumbo,object-control,Nicole,Avery,False,pushed,to call,Avery,other,"You will be given a context and a question.
Context: Nicole pushed Avery to call.

Question: Who pushed someone to call?
Answer: Nicole
Question: Who was pushed to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole pushed Avery to call.\n\nQuestion: Who pushed someone to call?\nAnswer: Nicole\nQuestion: Who was pushed to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '____')",799.0,799.0,
800,jurassic-jumbo,object-control,Nicole,Casey,False,told,to come,Casey,Nicole,"You will be given a context and a question.
Context: Nicole told Casey to come.

Question: Who was told to come?
Answer: Casey
Question: Who told someone to come?
Answer: Nicole
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole told Casey to come.\n\nQuestion: Who was told to come?\nAnswer: Casey\nQuestion: Who told someone to come?\nAnswer: Nicole\nQuestion: Who came?\nAnswer: ', '(Nicole')",800.0,800.0,
801,jurassic-jumbo,object-control,Nicole,Casey,False,told,to go,Casey,other,"You will be given a context and a question.
Context: Nicole told Casey to go.

Question: Who was told to go?
Answer: Casey
Question: Who told someone to go?
Answer: Nicole
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole told Casey to go.\n\nQuestion: Who was told to go?\nAnswer: Casey\nQuestion: Who told someone to go?\nAnswer: Nicole\nQuestion: Who went?\nAnswer: ', '?\n')",801.0,801.0,
802,jurassic-jumbo,object-control,Nicole,Casey,False,told,to read,Casey,other,"You will be given a context and a question.
Context: Nicole told Casey to read.

Question: Who was told to read?
Answer: Casey
Question: Who told someone to read?
Answer: Nicole
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole told Casey to read.\n\nQuestion: Who was told to read?\nAnswer: Casey\nQuestion: Who told someone to read?\nAnswer: Nicole\nQuestion: Who read?\nAnswer: ', '____')",802.0,802.0,
803,jurassic-jumbo,object-control,Nicole,Casey,False,told,to run,Casey,Nicole,"You will be given a context and a question.
Context: Nicole told Casey to run.

Question: Who was told to run?
Answer: Casey
Question: Who told someone to run?
Answer: Nicole
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole told Casey to run.\n\nQuestion: Who was told to run?\nAnswer: Casey\nQuestion: Who told someone to run?\nAnswer: Nicole\nQuestion: Who ran?\nAnswer: ', '(Nicole')",803.0,803.0,
804,jurassic-jumbo,object-control,Nicole,Casey,False,told,to call,Casey,other,"You will be given a context and a question.
Context: Nicole told Casey to call.

Question: Who was told to call?
Answer: Casey
Question: Who told someone to call?
Answer: Nicole
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole told Casey to call.\n\nQuestion: Who was told to call?\nAnswer: Casey\nQuestion: Who told someone to call?\nAnswer: Nicole\nQuestion: Who called?\nAnswer: ', '____')",804.0,804.0,
805,jurassic-jumbo,object-control,Nicole,Casey,False,ordered,to come,Casey,Nicole,"You will be given a context and a question.
Context: Nicole ordered Casey to come.

Question: Who was ordered to come?
Answer: Casey
Question: Who ordered someone to come?
Answer: Nicole
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole ordered Casey to come.\n\nQuestion: Who was ordered to come?\nAnswer: Casey\nQuestion: Who ordered someone to come?\nAnswer: Nicole\nQuestion: Who came?\nAnswer: ', '(Nicole')",805.0,805.0,
806,jurassic-jumbo,object-control,Nicole,Casey,False,ordered,to go,Casey,other,"You will be given a context and a question.
Context: Nicole ordered Casey to go.

Question: Who was ordered to go?
Answer: Casey
Question: Who ordered someone to go?
Answer: Nicole
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole ordered Casey to go.\n\nQuestion: Who was ordered to go?\nAnswer: Casey\nQuestion: Who ordered someone to go?\nAnswer: Nicole\nQuestion: Who went?\nAnswer: ', '?\n')",806.0,806.0,
807,jurassic-jumbo,object-control,Nicole,Casey,False,ordered,to read,Casey,other,"You will be given a context and a question.
Context: Nicole ordered Casey to read.

Question: Who ordered someone to read?
Answer: Nicole
Question: Who was ordered to read?
Answer: Casey
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole ordered Casey to read.\n\nQuestion: Who ordered someone to read?\nAnswer: Nicole\nQuestion: Who was ordered to read?\nAnswer: Casey\nQuestion: Who read?\nAnswer: ', '____')",807.0,807.0,
808,jurassic-jumbo,object-control,Nicole,Casey,False,ordered,to run,Casey,other,"You will be given a context and a question.
Context: Nicole ordered Casey to run.

Question: Who was ordered to run?
Answer: Casey
Question: Who ordered someone to run?
Answer: Nicole
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole ordered Casey to run.\n\nQuestion: Who was ordered to run?\nAnswer: Casey\nQuestion: Who ordered someone to run?\nAnswer: Nicole\nQuestion: Who ran?\nAnswer: ', '?\n')",808.0,808.0,
809,jurassic-jumbo,object-control,Nicole,Casey,False,ordered,to call,Casey,other,"You will be given a context and a question.
Context: Nicole ordered Casey to call.

Question: Who ordered someone to call?
Answer: Nicole
Question: Who was ordered to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole ordered Casey to call.\n\nQuestion: Who ordered someone to call?\nAnswer: Nicole\nQuestion: Who was ordered to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', '?\n')",809.0,809.0,
810,jurassic-jumbo,object-control,Nicole,Casey,False,called upon,to come,Casey,Casey,"You will be given a context and a question.
Context: Nicole called upon Casey to come.

Question: Who was called upon to come?
Answer: Casey
Question: Who called upon someone to come?
Answer: Nicole
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole called upon Casey to come.\n\nQuestion: Who was called upon to come?\nAnswer: Casey\nQuestion: Who called upon someone to come?\nAnswer: Nicole\nQuestion: Who came?\nAnswer: ', '(Case')",810.0,810.0,
811,jurassic-jumbo,object-control,Nicole,Casey,False,called upon,to go,Casey,other,"You will be given a context and a question.
Context: Nicole called upon Casey to go.

Question: Who called upon someone to go?
Answer: Nicole
Question: Who was called upon to go?
Answer: Casey
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole called upon Casey to go.\n\nQuestion: Who called upon someone to go?\nAnswer: Nicole\nQuestion: Who was called upon to go?\nAnswer: Casey\nQuestion: Who went?\nAnswer: ', '?\n')",811.0,811.0,
812,jurassic-jumbo,object-control,Nicole,Casey,False,called upon,to read,Casey,other,"You will be given a context and a question.
Context: Nicole called upon Casey to read.

Question: Who was called upon to read?
Answer: Casey
Question: Who called upon someone to read?
Answer: Nicole
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole called upon Casey to read.\n\nQuestion: Who was called upon to read?\nAnswer: Casey\nQuestion: Who called upon someone to read?\nAnswer: Nicole\nQuestion: Who read?\nAnswer: ', '____')",812.0,812.0,
813,jurassic-jumbo,object-control,Nicole,Casey,False,called upon,to run,Casey,other,"You will be given a context and a question.
Context: Nicole called upon Casey to run.

Question: Who called upon someone to run?
Answer: Nicole
Question: Who was called upon to run?
Answer: Casey
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole called upon Casey to run.\n\nQuestion: Who called upon someone to run?\nAnswer: Nicole\nQuestion: Who was called upon to run?\nAnswer: Casey\nQuestion: Who ran?\nAnswer: ', '____')",813.0,813.0,
814,jurassic-jumbo,object-control,Nicole,Casey,False,called upon,to call,Casey,other,"You will be given a context and a question.
Context: Nicole called upon Casey to call.

Question: Who was called upon to call?
Answer: Casey
Question: Who called upon someone to call?
Answer: Nicole
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole called upon Casey to call.\n\nQuestion: Who was called upon to call?\nAnswer: Casey\nQuestion: Who called upon someone to call?\nAnswer: Nicole\nQuestion: Who called?\nAnswer: ', 'Caller\n')",814.0,814.0,
815,jurassic-jumbo,object-control,Nicole,Casey,False,reminded,to come,Casey,other,"You will be given a context and a question.
Context: Nicole reminded Casey to come.

Question: Who reminded someone to come?
Answer: Nicole
Question: Who was reminded to come?
Answer: Casey
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole reminded Casey to come.\n\nQuestion: Who reminded someone to come?\nAnswer: Nicole\nQuestion: Who was reminded to come?\nAnswer: Casey\nQuestion: Who came?\nAnswer: ', '____')",815.0,815.0,
816,jurassic-jumbo,object-control,Nicole,Casey,False,reminded,to go,Casey,other,"You will be given a context and a question.
Context: Nicole reminded Casey to go.

Question: Who reminded someone to go?
Answer: Nicole
Question: Who was reminded to go?
Answer: Casey
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole reminded Casey to go.\n\nQuestion: Who reminded someone to go?\nAnswer: Nicole\nQuestion: Who was reminded to go?\nAnswer: Casey\nQuestion: Who went?\nAnswer: ', '____')",816.0,816.0,
817,jurassic-jumbo,object-control,Nicole,Casey,False,reminded,to read,Casey,other,"You will be given a context and a question.
Context: Nicole reminded Casey to read.

Question: Who reminded someone to read?
Answer: Nicole
Question: Who was reminded to read?
Answer: Casey
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole reminded Casey to read.\n\nQuestion: Who reminded someone to read?\nAnswer: Nicole\nQuestion: Who was reminded to read?\nAnswer: Casey\nQuestion: Who read?\nAnswer: ', '____')",817.0,817.0,
818,jurassic-jumbo,object-control,Nicole,Casey,False,reminded,to run,Casey,other,"You will be given a context and a question.
Context: Nicole reminded Casey to run.

Question: Who was reminded to run?
Answer: Casey
Question: Who reminded someone to run?
Answer: Nicole
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole reminded Casey to run.\n\nQuestion: Who was reminded to run?\nAnswer: Casey\nQuestion: Who reminded someone to run?\nAnswer: Nicole\nQuestion: Who ran?\nAnswer: ', '____')",818.0,818.0,
819,jurassic-jumbo,object-control,Nicole,Casey,False,reminded,to call,Casey,other,"You will be given a context and a question.
Context: Nicole reminded Casey to call.

Question: Who reminded someone to call?
Answer: Nicole
Question: Who was reminded to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole reminded Casey to call.\n\nQuestion: Who reminded someone to call?\nAnswer: Nicole\nQuestion: Who was reminded to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', '____')",819.0,819.0,
820,jurassic-jumbo,object-control,Nicole,Casey,False,urged,to come,Casey,other,"You will be given a context and a question.
Context: Nicole urged Casey to come.

Question: Who urged someone to come?
Answer: Nicole
Question: Who was urged to come?
Answer: Casey
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole urged Casey to come.\n\nQuestion: Who urged someone to come?\nAnswer: Nicole\nQuestion: Who was urged to come?\nAnswer: Casey\nQuestion: Who came?\nAnswer: ', '____')",820.0,820.0,
821,jurassic-jumbo,object-control,Nicole,Casey,False,urged,to go,Casey,other,"You will be given a context and a question.
Context: Nicole urged Casey to go.

Question: Who urged someone to go?
Answer: Nicole
Question: Who was urged to go?
Answer: Casey
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole urged Casey to go.\n\nQuestion: Who urged someone to go?\nAnswer: Nicole\nQuestion: Who was urged to go?\nAnswer: Casey\nQuestion: Who went?\nAnswer: ', '?\n')",821.0,821.0,
822,jurassic-jumbo,object-control,Nicole,Casey,False,urged,to read,Casey,other,"You will be given a context and a question.
Context: Nicole urged Casey to read.

Question: Who was urged to read?
Answer: Casey
Question: Who urged someone to read?
Answer: Nicole
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole urged Casey to read.\n\nQuestion: Who was urged to read?\nAnswer: Casey\nQuestion: Who urged someone to read?\nAnswer: Nicole\nQuestion: Who read?\nAnswer: ', '____')",822.0,822.0,
823,jurassic-jumbo,object-control,Nicole,Casey,False,urged,to run,Casey,other,"You will be given a context and a question.
Context: Nicole urged Casey to run.

Question: Who urged someone to run?
Answer: Nicole
Question: Who was urged to run?
Answer: Casey
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole urged Casey to run.\n\nQuestion: Who urged someone to run?\nAnswer: Nicole\nQuestion: Who was urged to run?\nAnswer: Casey\nQuestion: Who ran?\nAnswer: ', '?\n')",823.0,823.0,
824,jurassic-jumbo,object-control,Nicole,Casey,False,urged,to call,Casey,other,"You will be given a context and a question.
Context: Nicole urged Casey to call.

Question: Who urged someone to call?
Answer: Nicole
Question: Who was urged to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole urged Casey to call.\n\nQuestion: Who urged someone to call?\nAnswer: Nicole\nQuestion: Who was urged to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', '____')",824.0,824.0,
825,jurassic-jumbo,object-control,Nicole,Casey,False,asked,to come,Casey,other,"You will be given a context and a question.
Context: Nicole asked Casey to come.

Question: Who was asked to come?
Answer: Casey
Question: Who asked someone to come?
Answer: Nicole
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole asked Casey to come.\n\nQuestion: Who was asked to come?\nAnswer: Casey\nQuestion: Who asked someone to come?\nAnswer: Nicole\nQuestion: Who came?\nAnswer: ', '____')",825.0,825.0,
826,jurassic-jumbo,object-control,Nicole,Casey,False,asked,to go,Casey,other,"You will be given a context and a question.
Context: Nicole asked Casey to go.

Question: Who asked someone to go?
Answer: Nicole
Question: Who was asked to go?
Answer: Casey
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole asked Casey to go.\n\nQuestion: Who asked someone to go?\nAnswer: Nicole\nQuestion: Who was asked to go?\nAnswer: Casey\nQuestion: Who went?\nAnswer: ', '?\n')",826.0,826.0,
827,jurassic-jumbo,object-control,Nicole,Casey,False,asked,to read,Casey,other,"You will be given a context and a question.
Context: Nicole asked Casey to read.

Question: Who asked someone to read?
Answer: Nicole
Question: Who was asked to read?
Answer: Casey
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole asked Casey to read.\n\nQuestion: Who asked someone to read?\nAnswer: Nicole\nQuestion: Who was asked to read?\nAnswer: Casey\nQuestion: Who read?\nAnswer: ', '____')",827.0,827.0,
828,jurassic-jumbo,object-control,Nicole,Casey,False,asked,to run,Casey,other,"You will be given a context and a question.
Context: Nicole asked Casey to run.

Question: Who was asked to run?
Answer: Casey
Question: Who asked someone to run?
Answer: Nicole
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole asked Casey to run.\n\nQuestion: Who was asked to run?\nAnswer: Casey\nQuestion: Who asked someone to run?\nAnswer: Nicole\nQuestion: Who ran?\nAnswer: ', '?\n')",828.0,828.0,
829,jurassic-jumbo,object-control,Nicole,Casey,False,asked,to call,Casey,other,"You will be given a context and a question.
Context: Nicole asked Casey to call.

Question: Who asked someone to call?
Answer: Nicole
Question: Who was asked to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole asked Casey to call.\n\nQuestion: Who asked someone to call?\nAnswer: Nicole\nQuestion: Who was asked to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', '?\n')",829.0,829.0,
830,jurassic-jumbo,object-control,Nicole,Casey,False,persuaded,to come,Casey,Nicole,"You will be given a context and a question.
Context: Nicole persuaded Casey to come.

Question: Who was persuaded to come?
Answer: Casey
Question: Who persuaded someone to come?
Answer: Nicole
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole persuaded Casey to come.\n\nQuestion: Who was persuaded to come?\nAnswer: Casey\nQuestion: Who persuaded someone to come?\nAnswer: Nicole\nQuestion: Who came?\nAnswer: ', '(Nicole')",830.0,830.0,
831,jurassic-jumbo,object-control,Nicole,Casey,False,persuaded,to go,Casey,Nicole,"You will be given a context and a question.
Context: Nicole persuaded Casey to go.

Question: Who was persuaded to go?
Answer: Casey
Question: Who persuaded someone to go?
Answer: Nicole
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole persuaded Casey to go.\n\nQuestion: Who was persuaded to go?\nAnswer: Casey\nQuestion: Who persuaded someone to go?\nAnswer: Nicole\nQuestion: Who went?\nAnswer: ', '(Nicole')",831.0,831.0,
832,jurassic-jumbo,object-control,Nicole,Casey,False,persuaded,to read,Casey,other,"You will be given a context and a question.
Context: Nicole persuaded Casey to read.

Question: Who was persuaded to read?
Answer: Casey
Question: Who persuaded someone to read?
Answer: Nicole
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole persuaded Casey to read.\n\nQuestion: Who was persuaded to read?\nAnswer: Casey\nQuestion: Who persuaded someone to read?\nAnswer: Nicole\nQuestion: Who read?\nAnswer: ', '____')",832.0,832.0,
833,jurassic-jumbo,object-control,Nicole,Casey,False,persuaded,to run,Casey,Nicole,"You will be given a context and a question.
Context: Nicole persuaded Casey to run.

Question: Who persuaded someone to run?
Answer: Nicole
Question: Who was persuaded to run?
Answer: Casey
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole persuaded Casey to run.\n\nQuestion: Who persuaded someone to run?\nAnswer: Nicole\nQuestion: Who was persuaded to run?\nAnswer: Casey\nQuestion: Who ran?\nAnswer: ', '(Nicole')",833.0,833.0,
834,jurassic-jumbo,object-control,Nicole,Casey,False,persuaded,to call,Casey,other,"You will be given a context and a question.
Context: Nicole persuaded Casey to call.

Question: Who was persuaded to call?
Answer: Casey
Question: Who persuaded someone to call?
Answer: Nicole
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole persuaded Casey to call.\n\nQuestion: Who was persuaded to call?\nAnswer: Casey\nQuestion: Who persuaded someone to call?\nAnswer: Nicole\nQuestion: Who called?\nAnswer: ', '____')",834.0,834.0,
835,jurassic-jumbo,object-control,Nicole,Casey,False,convinced,to come,Casey,Nicole,"You will be given a context and a question.
Context: Nicole convinced Casey to come.

Question: Who convinced someone to come?
Answer: Nicole
Question: Who was convinced to come?
Answer: Casey
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole convinced Casey to come.\n\nQuestion: Who convinced someone to come?\nAnswer: Nicole\nQuestion: Who was convinced to come?\nAnswer: Casey\nQuestion: Who came?\nAnswer: ', '(Nicole')",835.0,835.0,
836,jurassic-jumbo,object-control,Nicole,Casey,False,convinced,to go,Casey,Nicole,"You will be given a context and a question.
Context: Nicole convinced Casey to go.

Question: Who convinced someone to go?
Answer: Nicole
Question: Who was convinced to go?
Answer: Casey
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole convinced Casey to go.\n\nQuestion: Who convinced someone to go?\nAnswer: Nicole\nQuestion: Who was convinced to go?\nAnswer: Casey\nQuestion: Who went?\nAnswer: ', '(Nicole')",836.0,836.0,
837,jurassic-jumbo,object-control,Nicole,Casey,False,convinced,to read,Casey,Nicole,"You will be given a context and a question.
Context: Nicole convinced Casey to read.

Question: Who convinced someone to read?
Answer: Nicole
Question: Who was convinced to read?
Answer: Casey
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole convinced Casey to read.\n\nQuestion: Who convinced someone to read?\nAnswer: Nicole\nQuestion: Who was convinced to read?\nAnswer: Casey\nQuestion: Who read?\nAnswer: ', '(Nicole')",837.0,837.0,
