,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1
1399,jurassic-jumbo,subject-control,the engineer,the janitor,False,pushed,to call,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the janitor"".
Context: the engineer pushed the janitor to call.

Question:  Who called, the engineer or the janitor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the janitor"".\nContext: the engineer pushed the janitor to call.\n\nQuestion:  Who called, the engineer or the janitor?\nAnswer: ', ' The engineer')",1399.0,
1400,jurassic-jumbo,subject-control,the engineer,the bartender,True,told,to come,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer told the bartender to come.

Question:  Who came, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer told the bartender to come.\n\nQuestion:  Who came, the bartender or the engineer?\nAnswer: ', ' The bartender')",1400.0,
1401,jurassic-jumbo,subject-control,the engineer,the bartender,False,told,to come,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer told the bartender to come.

Question:  Who came, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer told the bartender to come.\n\nQuestion:  Who came, the engineer or the bartender?\nAnswer: ', ' The engineer')",1401.0,
1402,jurassic-jumbo,subject-control,the engineer,the bartender,True,told,to go,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer told the bartender to go.

Question:  Who went, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer told the bartender to go.\n\nQuestion:  Who went, the bartender or the engineer?\nAnswer: ', ' The bartender')",1402.0,
1403,jurassic-jumbo,subject-control,the engineer,the bartender,False,told,to go,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer told the bartender to go.

Question:  Who went, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer told the bartender to go.\n\nQuestion:  Who went, the engineer or the bartender?\nAnswer: ', ' The engineer')",1403.0,
1404,jurassic-jumbo,subject-control,the engineer,the bartender,True,told,to read,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer told the bartender to read.

Question:  Who read, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer told the bartender to read.\n\nQuestion:  Who read, the bartender or the engineer?\nAnswer: ', ' The bartender')",1404.0,
1405,jurassic-jumbo,subject-control,the engineer,the bartender,False,told,to read,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer told the bartender to read.

Question:  Who read, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer told the bartender to read.\n\nQuestion:  Who read, the engineer or the bartender?\nAnswer: ', ' The engineer')",1405.0,
1406,jurassic-jumbo,subject-control,the engineer,the bartender,True,told,to run,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer told the bartender to run.

Question:  Who ran, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer told the bartender to run.\n\nQuestion:  Who ran, the bartender or the engineer?\nAnswer: ', ' The bartender')",1406.0,
1407,jurassic-jumbo,subject-control,the engineer,the bartender,False,told,to run,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer told the bartender to run.

Question:  Who ran, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer told the bartender to run.\n\nQuestion:  Who ran, the engineer or the bartender?\nAnswer: ', ' The bartender')",1407.0,
1408,jurassic-jumbo,subject-control,the engineer,the bartender,True,told,to call,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer told the bartender to call.

Question:  Who called, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer told the bartender to call.\n\nQuestion:  Who called, the bartender or the engineer?\nAnswer: ', ' The bartender')",1408.0,
1409,jurassic-jumbo,subject-control,the engineer,the bartender,False,told,to call,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer told the bartender to call.

Question:  Who called, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer told the bartender to call.\n\nQuestion:  Who called, the engineer or the bartender?\nAnswer: ', ' The engineer')",1409.0,
1410,jurassic-jumbo,subject-control,the engineer,the bartender,True,ordered,to come,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer ordered the bartender to come.

Question:  Who came, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer ordered the bartender to come.\n\nQuestion:  Who came, the bartender or the engineer?\nAnswer: ', ' The bartender')",1410.0,
1411,jurassic-jumbo,subject-control,the engineer,the bartender,False,ordered,to come,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer ordered the bartender to come.

Question:  Who came, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer ordered the bartender to come.\n\nQuestion:  Who came, the engineer or the bartender?\nAnswer: ', ' The engineer')",1411.0,
1412,jurassic-jumbo,subject-control,the engineer,the bartender,True,ordered,to go,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer ordered the bartender to go.

Question:  Who went, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer ordered the bartender to go.\n\nQuestion:  Who went, the bartender or the engineer?\nAnswer: ', ' The bartender')",1412.0,
1413,jurassic-jumbo,subject-control,the engineer,the bartender,False,ordered,to go,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer ordered the bartender to go.

Question:  Who went, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer ordered the bartender to go.\n\nQuestion:  Who went, the engineer or the bartender?\nAnswer: ', ' The engineer')",1413.0,
1414,jurassic-jumbo,subject-control,the engineer,the bartender,True,ordered,to read,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer ordered the bartender to read.

Question:  Who read, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer ordered the bartender to read.\n\nQuestion:  Who read, the bartender or the engineer?\nAnswer: ', ' The bartender')",1414.0,
1415,jurassic-jumbo,subject-control,the engineer,the bartender,False,ordered,to read,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer ordered the bartender to read.

Question:  Who read, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer ordered the bartender to read.\n\nQuestion:  Who read, the engineer or the bartender?\nAnswer: ', ' The engineer')",1415.0,
1416,jurassic-jumbo,subject-control,the engineer,the bartender,True,ordered,to run,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer ordered the bartender to run.

Question:  Who ran, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer ordered the bartender to run.\n\nQuestion:  Who ran, the bartender or the engineer?\nAnswer: ', ' The bartender')",1416.0,
1417,jurassic-jumbo,subject-control,the engineer,the bartender,False,ordered,to run,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer ordered the bartender to run.

Question:  Who ran, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer ordered the bartender to run.\n\nQuestion:  Who ran, the engineer or the bartender?\nAnswer: ', ' The bartender')",1417.0,
1418,jurassic-jumbo,subject-control,the engineer,the bartender,True,ordered,to call,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer ordered the bartender to call.

Question:  Who called, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer ordered the bartender to call.\n\nQuestion:  Who called, the bartender or the engineer?\nAnswer: ', ' The bartender')",1418.0,
1419,jurassic-jumbo,subject-control,the engineer,the bartender,False,ordered,to call,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer ordered the bartender to call.

Question:  Who called, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer ordered the bartender to call.\n\nQuestion:  Who called, the engineer or the bartender?\nAnswer: ', ' The engineer')",1419.0,
1420,jurassic-jumbo,subject-control,the engineer,the bartender,True,called upon,to come,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer called upon the bartender to come.

Question:  Who came, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer called upon the bartender to come.\n\nQuestion:  Who came, the bartender or the engineer?\nAnswer: ', ' The bartender')",1420.0,
1421,jurassic-jumbo,subject-control,the engineer,the bartender,False,called upon,to come,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer called upon the bartender to come.

Question:  Who came, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer called upon the bartender to come.\n\nQuestion:  Who came, the engineer or the bartender?\nAnswer: ', ' The engineer')",1421.0,
1422,jurassic-jumbo,subject-control,the engineer,the bartender,True,called upon,to go,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer called upon the bartender to go.

Question:  Who went, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer called upon the bartender to go.\n\nQuestion:  Who went, the bartender or the engineer?\nAnswer: ', ' The bartender')",1422.0,
1423,jurassic-jumbo,subject-control,the engineer,the bartender,False,called upon,to go,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer called upon the bartender to go.

Question:  Who went, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer called upon the bartender to go.\n\nQuestion:  Who went, the engineer or the bartender?\nAnswer: ', ' The engineer')",1423.0,
1424,jurassic-jumbo,subject-control,the engineer,the bartender,True,called upon,to read,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer called upon the bartender to read.

Question:  Who read, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer called upon the bartender to read.\n\nQuestion:  Who read, the bartender or the engineer?\nAnswer: ', ' The bartender')",1424.0,
1425,jurassic-jumbo,subject-control,the engineer,the bartender,False,called upon,to read,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer called upon the bartender to read.

Question:  Who read, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer called upon the bartender to read.\n\nQuestion:  Who read, the engineer or the bartender?\nAnswer: ', ' The engineer')",1425.0,
1426,jurassic-jumbo,subject-control,the engineer,the bartender,True,called upon,to run,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer called upon the bartender to run.

Question:  Who ran, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer called upon the bartender to run.\n\nQuestion:  Who ran, the bartender or the engineer?\nAnswer: ', ' The bartender')",1426.0,
1427,jurassic-jumbo,subject-control,the engineer,the bartender,False,called upon,to run,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer called upon the bartender to run.

Question:  Who ran, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer called upon the bartender to run.\n\nQuestion:  Who ran, the engineer or the bartender?\nAnswer: ', ' The bartender')",1427.0,
1428,jurassic-jumbo,subject-control,the engineer,the bartender,True,called upon,to call,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer called upon the bartender to call.

Question:  Who called, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer called upon the bartender to call.\n\nQuestion:  Who called, the bartender or the engineer?\nAnswer: ', ' The bartender')",1428.0,
1429,jurassic-jumbo,subject-control,the engineer,the bartender,False,called upon,to call,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer called upon the bartender to call.

Question:  Who called, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer called upon the bartender to call.\n\nQuestion:  Who called, the engineer or the bartender?\nAnswer: ', ' The engineer')",1429.0,
1430,jurassic-jumbo,subject-control,the engineer,the bartender,True,reminded,to come,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer reminded the bartender to come.

Question:  Who came, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer reminded the bartender to come.\n\nQuestion:  Who came, the bartender or the engineer?\nAnswer: ', ' The bartender')",1430.0,
1431,jurassic-jumbo,subject-control,the engineer,the bartender,False,reminded,to come,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer reminded the bartender to come.

Question:  Who came, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer reminded the bartender to come.\n\nQuestion:  Who came, the engineer or the bartender?\nAnswer: ', ' The engineer')",1431.0,
1432,jurassic-jumbo,subject-control,the engineer,the bartender,True,reminded,to go,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer reminded the bartender to go.

Question:  Who went, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer reminded the bartender to go.\n\nQuestion:  Who went, the bartender or the engineer?\nAnswer: ', ' The bartender')",1432.0,
1433,jurassic-jumbo,subject-control,the engineer,the bartender,False,reminded,to go,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer reminded the bartender to go.

Question:  Who went, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer reminded the bartender to go.\n\nQuestion:  Who went, the engineer or the bartender?\nAnswer: ', ' The engineer')",1433.0,
1434,jurassic-jumbo,subject-control,the engineer,the bartender,True,reminded,to read,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer reminded the bartender to read.

Question:  Who read, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer reminded the bartender to read.\n\nQuestion:  Who read, the bartender or the engineer?\nAnswer: ', ' The bartender')",1434.0,
1435,jurassic-jumbo,subject-control,the engineer,the bartender,False,reminded,to read,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer reminded the bartender to read.

Question:  Who read, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer reminded the bartender to read.\n\nQuestion:  Who read, the engineer or the bartender?\nAnswer: ', ' The engineer')",1435.0,
1436,jurassic-jumbo,subject-control,the engineer,the bartender,True,reminded,to run,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer reminded the bartender to run.

Question:  Who ran, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer reminded the bartender to run.\n\nQuestion:  Who ran, the bartender or the engineer?\nAnswer: ', ' The bartender')",1436.0,
1437,jurassic-jumbo,subject-control,the engineer,the bartender,False,reminded,to run,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer reminded the bartender to run.

Question:  Who ran, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer reminded the bartender to run.\n\nQuestion:  Who ran, the engineer or the bartender?\nAnswer: ', ' The engineer')",1437.0,
1438,jurassic-jumbo,subject-control,the engineer,the bartender,True,reminded,to call,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer reminded the bartender to call.

Question:  Who called, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer reminded the bartender to call.\n\nQuestion:  Who called, the bartender or the engineer?\nAnswer: ', ' The bartender')",1438.0,
1439,jurassic-jumbo,subject-control,the engineer,the bartender,False,reminded,to call,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer reminded the bartender to call.

Question:  Who called, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer reminded the bartender to call.\n\nQuestion:  Who called, the engineer or the bartender?\nAnswer: ', ' The engineer')",1439.0,
1440,jurassic-jumbo,subject-control,the engineer,the bartender,True,urged,to come,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer urged the bartender to come.

Question:  Who came, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer urged the bartender to come.\n\nQuestion:  Who came, the bartender or the engineer?\nAnswer: ', ' The bartender')",1440.0,
1441,jurassic-jumbo,subject-control,the engineer,the bartender,False,urged,to come,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer urged the bartender to come.

Question:  Who came, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer urged the bartender to come.\n\nQuestion:  Who came, the engineer or the bartender?\nAnswer: ', ' The engineer')",1441.0,
1442,jurassic-jumbo,subject-control,the engineer,the bartender,True,urged,to go,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer urged the bartender to go.

Question:  Who went, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer urged the bartender to go.\n\nQuestion:  Who went, the bartender or the engineer?\nAnswer: ', ' The bartender')",1442.0,
1443,jurassic-jumbo,subject-control,the engineer,the bartender,False,urged,to go,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer urged the bartender to go.

Question:  Who went, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer urged the bartender to go.\n\nQuestion:  Who went, the engineer or the bartender?\nAnswer: ', ' The engineer')",1443.0,
1444,jurassic-jumbo,subject-control,the engineer,the bartender,True,urged,to read,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer urged the bartender to read.

Question:  Who read, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer urged the bartender to read.\n\nQuestion:  Who read, the bartender or the engineer?\nAnswer: ', ' The bartender')",1444.0,
1445,jurassic-jumbo,subject-control,the engineer,the bartender,False,urged,to read,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer urged the bartender to read.

Question:  Who read, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer urged the bartender to read.\n\nQuestion:  Who read, the engineer or the bartender?\nAnswer: ', ' The engineer')",1445.0,
1446,jurassic-jumbo,subject-control,the engineer,the bartender,True,urged,to run,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer urged the bartender to run.

Question:  Who ran, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer urged the bartender to run.\n\nQuestion:  Who ran, the bartender or the engineer?\nAnswer: ', ' The bartender')",1446.0,
1447,jurassic-jumbo,subject-control,the engineer,the bartender,False,urged,to run,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer urged the bartender to run.

Question:  Who ran, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer urged the bartender to run.\n\nQuestion:  Who ran, the engineer or the bartender?\nAnswer: ', ' The bartender')",1447.0,
1448,jurassic-jumbo,subject-control,the engineer,the bartender,True,urged,to call,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer urged the bartender to call.

Question:  Who called, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer urged the bartender to call.\n\nQuestion:  Who called, the bartender or the engineer?\nAnswer: ', ' The bartender')",1448.0,
1449,jurassic-jumbo,subject-control,the engineer,the bartender,False,urged,to call,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer urged the bartender to call.

Question:  Who called, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer urged the bartender to call.\n\nQuestion:  Who called, the engineer or the bartender?\nAnswer: ', ' The engineer')",1449.0,
1450,jurassic-jumbo,subject-control,the engineer,the bartender,True,asked,to come,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer asked the bartender to come.

Question:  Who came, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer asked the bartender to come.\n\nQuestion:  Who came, the bartender or the engineer?\nAnswer: ', ' The bartender')",1450.0,
1451,jurassic-jumbo,subject-control,the engineer,the bartender,False,asked,to come,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer asked the bartender to come.

Question:  Who came, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer asked the bartender to come.\n\nQuestion:  Who came, the engineer or the bartender?\nAnswer: ', ' The engineer')",1451.0,
1452,jurassic-jumbo,subject-control,the engineer,the bartender,True,asked,to go,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer asked the bartender to go.

Question:  Who went, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer asked the bartender to go.\n\nQuestion:  Who went, the bartender or the engineer?\nAnswer: ', ' The bartender')",1452.0,
1453,jurassic-jumbo,subject-control,the engineer,the bartender,False,asked,to go,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer asked the bartender to go.

Question:  Who went, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer asked the bartender to go.\n\nQuestion:  Who went, the engineer or the bartender?\nAnswer: ', ' The engineer')",1453.0,
1454,jurassic-jumbo,subject-control,the engineer,the bartender,True,asked,to read,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer asked the bartender to read.

Question:  Who read, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer asked the bartender to read.\n\nQuestion:  Who read, the bartender or the engineer?\nAnswer: ', ' The bartender')",1454.0,
1455,jurassic-jumbo,subject-control,the engineer,the bartender,False,asked,to read,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer asked the bartender to read.

Question:  Who read, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer asked the bartender to read.\n\nQuestion:  Who read, the engineer or the bartender?\nAnswer: ', ' The engineer')",1455.0,
1456,jurassic-jumbo,subject-control,the engineer,the bartender,True,asked,to run,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer asked the bartender to run.

Question:  Who ran, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer asked the bartender to run.\n\nQuestion:  Who ran, the bartender or the engineer?\nAnswer: ', ' The bartender')",1456.0,
1457,jurassic-jumbo,subject-control,the engineer,the bartender,False,asked,to run,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer asked the bartender to run.

Question:  Who ran, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer asked the bartender to run.\n\nQuestion:  Who ran, the engineer or the bartender?\nAnswer: ', ' The bartender')",1457.0,
1458,jurassic-jumbo,subject-control,the engineer,the bartender,True,asked,to call,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer asked the bartender to call.

Question:  Who called, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer asked the bartender to call.\n\nQuestion:  Who called, the bartender or the engineer?\nAnswer: ', ' The bartender')",1458.0,
1459,jurassic-jumbo,subject-control,the engineer,the bartender,False,asked,to call,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer asked the bartender to call.

Question:  Who called, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer asked the bartender to call.\n\nQuestion:  Who called, the engineer or the bartender?\nAnswer: ', ' The engineer')",1459.0,
